Path,vecotor,calculate_brightness,calculate_contrast,calculate_blurframesbeard\frame_10.jpg,132.07082573784723,56.32944367640892,159.94678780381943
framesbeard\frame_100.jpg,129.31153645833334,46.92335055800708,166.84123015769202
framesbeard\frame_1000.jpg,122.0314767795139,50.93488501184291,186.82357743366262
framesbeard\frame_1001.jpg,121.79705186631945,50.894020705875924,185.1420605430497
framesbeard\frame_1002.jpg,121.83185546875,50.88562338232288,185.6866123830536
framesbeard\frame_1003.jpg,121.39547743055556,50.802677858245545,179.6047677499089
framesbeard\frame_1004.jpg,121.41699327256944,50.79623697664493,180.0537336214972
framesbeard\frame_1005.jpg,120.77782769097222,50.843249538724976,175.28327768252223
framesbeard\frame_1006.jpg,120.43086371527778,51.04369443977147,175.6626942158911
framesbeard\frame_1007.jpg,120.45500217013888,51.03924284285437,175.9023556574774
framesbeard\frame_1008.jpg,120.52641059027778,51.16918488893522,173.9482258570342
framesbeard\frame_1009.jpg,120.53735460069444,51.17111437592726,174.80755208125643
framesbeard\frame_101.jpg,129.27672526041667,46.92286013163481,166.72496264330076
framesbeard\frame_1010.jpg,120.80764105902777,51.06000344670347,174.3782169914234
framesbeard\frame_1011.jpg,121.05912326388889,50.98751474085842,174.70954301305582
framesbeard\frame_1012.jpg,121.0683474392361,50.97987027190802,175.06405571605072
framesbeard\frame_1013.jpg,121.04681206597222,51.04051672106071,174.9636565463172
framesbeard\frame_1014.jpg,120.97651258680555,51.18588592635165,175.0957854238251
framesbeard\frame_1015.jpg,120.99184678819445,51.17519884988637,175.83886825047125
framesbeard\frame_1016.jpg,120.94114149305555,51.3316756598042,175.12204079078273
framesbeard\frame_1017.jpg,120.9389529079861,51.32478446637285,175.63127597384985
framesbeard\frame_1018.jpg,120.86559678819444,51.540337019277636,174.34421216833329
framesbeard\frame_1019.jpg,120.852734375,51.534757585365874,174.95301425050332
framesbeard\frame_102.jpg,128.09869140625,46.657485297554004,166.74745679318343
framesbeard\frame_1020.jpg,120.65291558159723,51.76031807853794,174.2067057060901
framesbeard\frame_1021.jpg,120.55711046006944,51.94751693398729,174.67107095793622
framesbeard\frame_1022.jpg,120.57097222222222,51.93898448141851,175.64727209555545
framesbeard\frame_1023.jpg,120.42584743923611,52.129476405891594,173.8468814986429
framesbeard\frame_1024.jpg,120.43385416666666,52.122910240066126,174.19983829259868
framesbeard\frame_1025.jpg,120.36471896701389,52.25687070123046,172.36393874509835
